Date,SCHD,SWPPX,SCHG,QQQM,PLTR,MSTR,SOFI,MSFT,BRK-B,GOOG,JPM,MRK,LULU,UNH
1999-01-04,,11.875993728637695,,,,15.09375,,21.648117065429688,46.59999847412109,,22.569093704223636,28.27768898010254,,4.480469226837158
1999-01-05,,12.038761138916016,,,,15.6875,,22.492530822753903,45.540000915527344,,22.745723724365234,28.46653175354004,,4.554629325866699
1999-01-06,,12.307963371276855,,,,15.6875,,23.22182273864746,45.13999938964844,,23.23633575439453,29.021215438842773,,4.7462077140808105
1999-01-07,,12.282923698425291,,,,15.5625,,23.10666275024414,44.08000183105469,,24.197996139526367,28.761571884155277,,4.665867805480957
1999-01-08,,12.333006858825684,,,,17.25,,23.01071548461914,43.5,,23.70734977722168,29.044818878173828,,4.4990081787109375
1999-01-11,,12.22657585144043,,,,17.0,,22.646072387695312,41.7599983215332,,23.94285774230957,28.45471954345703,,4.566988468170166
1999-01-12,,11.98868179321289,,,,16.1875,,21.83043098449707,41.77999877929688,,23.19710350036621,27.935443878173828,,4.461929798126221
1999-01-13,,11.93859577178955,,,,15.6875,,22.07992553710937,41.7599983215332,,22.490591049194336,27.82920837402344,,4.245631217956543
1999-01-14,,11.72574234008789,,,,15.25,,21.76325798034668,42.09999847412109,,21.43082618713379,27.33351707458496,,4.22091007232666
1999-01-15,,12.026244163513184,,,,15.3125,,22.99151992797852,42.560001373291016,,22.25508499145508,27.781997680664062,,4.468109607696533
1999-01-19,,12.113890647888184,,,,15.53125,,23.89353370666504,42.119998931884766,,23.354087829589844,27.90003204345703,,4.363049030303955
1999-01-20,,12.157711029052734,,,,15.5625,,24.968244552612305,42.540000915527344,,24.217605590820312,28.11246490478516,,4.307429790496826
1999-01-21,,11.95111846923828,,,,15.75,,24.3061466217041,41.70000076293945,,23.668121337890625,27.62857818603516,,4.122032165527344
1999-01-22,,11.850953102111816,,,,16.4375,,23.989482879638672,41.5,,22.569093704223636,26.24773979187012,,4.350688457489014
1999-01-25,,11.93859577178955,,,,15.28125,,24.853107452392575,42.59999847412109,,23.37372398376465,25.964496612548828,,4.276529788970947
1999-01-26,,12.113890647888184,,,,14.5,,26.340452194213867,42.31999969482422,,23.314849853515625,27.19191169738769,,4.084952354431152
1999-01-27,,12.026244163513184,,,,15.125,,25.889450073242188,42.13999938964844,,22.961584091186523,27.14469718933105,,4.22091007232666
1999-01-28,,12.245359420776367,,,,14.6875,,26.71468734741211,42.880001068115234,,23.118602752685547,26.8968505859375,,4.400129318237305
1999-01-29,,12.38308811187744,,,,14.5,,26.86822891235352,43.0,,24.15874290466309,27.7111759185791,,4.42484712600708
1999-02-01,,12.32048225402832,,,,14.8125,,26.551557540893555,45.97999954223633,,24.119482040405277,27.74661445617676,,4.696767330169678
1999-02-02,,12.214056968688965,,,,14.375,,25.735902786254883,49.36000061035156,,24.119482040405277,28.38389778137207,,4.64732837677002
1999-02-03,,12.307963371276855,,,,14.75,,25.611160278320312,50.560001373291016,,24.924135208129883,28.30129623413086,,4.6596879959106445
1999-02-04,,12.082587242126465,,,,14.625,,24.421293258666992,47.65999984741211,,24.47273826599121,28.37210273742676,,4.5484490394592285
1999-02-05,,11.994942665100098,,,,14.625,,24.56522750854492,47.52000045776367,,24.001731872558597,28.206867218017575,,4.474287509918213
1999-02-08,,12.038761138916016,,,,13.65625,,25.37128257751465,48.560001373291016,,22.961584091186523,28.30129623413086,,4.400129318237305
1999-02-09,,11.769566535949709,,,,13.53125,,24.5748291015625,47.97999954223633,,22.60833740234375,27.45153045654297,,4.15293025970459
1999-02-10,,11.844693183898926,,,,13.5,,24.66119384765625,48.18000030517578,,22.941974639892575,27.61676788330078,,4.202369213104248
1999-02-11,,12.14519214630127,,,,13.3125,,24.987443923950195,48.29999923706055,,23.903623580932617,28.46653175354004,,4.313609600067139
1999-02-12,,11.913555145263672,,,,13.25,,24.219783782958984,47.47999954223633,,23.255977630615234,28.419313430786133,,4.406306266784668
1999-02-16,,12.026244163513184,,,,12.5,,23.989482879638672,47.7400016784668,,24.394248962402344,29.068437576293945,,4.696767330169678
1999-02-17,,11.850953102111816,,,,12.46875,,23.029903411865234,47.41999816894531,,24.256860733032227,28.77338409423828,,4.628785610198975
1999-02-18,,11.982421875,,,,12.46875,,22.37739944458008,47.720001220703125,,23.94285774230957,29.410690307617188,,4.665867805480957
1999-02-19,,12.001201629638672,,,,12.5,,22.68445587158203,48.09999847412109,,23.88398551940918,29.83555793762207,,4.64732837677002
1999-02-22,,12.32048225402832,,,,13.0,,22.84759521484375,48.040000915527344,,25.43438148498535,30.87412643432617,,4.838908672332764
1999-02-23,,12.307963371276855,,,,12.5,,23.86474227905273,47.84000015258789,,25.709131240844727,30.61449432373047,,4.838908672332764
1999-02-24,,12.13893222808838,,,,12.3125,,23.4713077545166,48.09999847412109,,24.747493743896484,30.024391174316406,,4.702947616577148
1999-02-25,,12.05754566192627,,,,12.5625,,23.56727409362793,47.959999084472656,,24.96337890625,30.52008819580078,,4.727665901184082
1999-02-26,,11.994942665100098,,,,12.4375,,23.04909324645996,47.58000183105469,,25.002614974975582,30.77972221374512,,4.875986576080322
1999-03-01,,11.97615909576416,,,,12.4375,,23.2985782623291,47.79999923706055,,25.355884552001957,30.118806838989254,,4.937784671783447
1999-03-02,,11.869735717773438,,,,13.1875,,22.809200286865234,48.459999084472656,,25.21850204467773,30.000776290893555,,5.135544300079346
1999-03-03,,11.894776344299316,,,,12.6875,,22.97232437133789,48.18000030517578,,25.33625221252441,29.724157333374023,,4.9810471534729
1999-03-04,,12.082587242126465,,,,12.375,,23.37535095214844,48.47999954223633,,26.18014907836914,30.482074737548828,,4.943965435028076
1999-03-05,,12.358044624328612,,,,12.53125,,23.78797149658203,48.2599983215332,,27.279163360595703,31.35837173461914,,5.098465442657471
1999-03-08,,12.433171272277832,,,,12.375,,24.41169166564941,48.7400016784668,,26.945539474487305,31.429445266723636,,5.117004871368408
1999-03-09,,12.40186882019043,,,,12.34375,,24.8435173034668,48.380001068115234,,27.612794876098636,31.500513076782227,,5.184983253479004
1999-03-10,,12.470732688903809,,,,12.28125,,24.776344299316406,49.08000183105469,,27.92679786682129,31.382068634033203,,5.172623157501221
1999-03-11,,12.577157020568848,,,,11.375,,24.78593063354492,50.060001373291016,,27.691282272338867,31.382068634033203,,5.302402496337891
1999-03-12,,12.545859336853027,,,,11.25,,24.59402275085449,52.84000015258789,,27.63241577148437,31.78470230102539,,5.197345733642578
1999-03-15,,12.671064376831056,,,,10.625,,25.467235565185547,49.59999847412109,,27.39691734313965,31.92679977416992,,5.327125549316406
1999-03-16,,12.66480541229248,,,,10.9375,,25.95662879943848,48.0,,26.63152313232422,32.54261779785156,,5.339483261108398
1999-03-17,,12.583422660827637,,,,10.84375,,25.65914726257324,50.0,,25.866134643554688,31.832080841064453,,5.296224117279053
1999-03-18,,12.764974594116213,,,,10.0625,,26.47479057312012,51.79999923706055,,26.337146759033203,32.59000015258789,,5.302402496337891
1999-03-19,,12.595938682556152,,,,9.3125,,26.282882690429688,50.93999862670898,,25.9053897857666,32.59000015258789,,5.302402496337891
1999-03-22,,12.570899963378906,,,,9.375,,26.532377243041992,50.70000076293945,,25.709131240844727,32.73209381103516,,5.364202499389648
1999-03-23,,12.232837677001951,,,,9.0,,25.57277488708496,49.0,,24.98299598693848,31.453123092651367,,5.2344255447387695
1999-03-24,,12.29544162750244,,,,9.5,,26.292461395263672,48.63999938964844,,24.924135208129883,31.21626663208008,,5.197345733642578
1999-03-25,,12.502034187316896,,,,10.5,,27.62629127502441,48.560001373291016,,25.59137916564941,31.287330627441406,,5.215881824493408
1999-03-26,,12.433171272277832,,,,10.5,,27.34800910949707,48.0,,25.277379989624023,30.458370208740234,,5.178803443908691
1999-03-29,,12.70237159729004,,,,10.25,,28.36515045166016,48.52000045776367,,25.82689094543457,30.979442596435547,,5.117004871368408
1999-03-30,,12.608463287353516,,,,9.75,,28.557071685791016,47.34000015258789,,25.72876739501953,31.168914794921875,,5.148700714111328
1999-03-31,,12.470732688903809,,,,9.625,,27.520734786987305,47.02000045776367,,25.552143096923828,30.3636531829834,,5.2043280601501465
1999-04-01,,12.545859336853027,,,,9.0,,28.461124420166016,48.59999847412109,,25.05034637451172,30.292577743530277,,5.2166900634765625
1999-04-05,,12.808792114257812,,,,9.25,,29.15202522277832,47.63999938964844,,24.85309219360352,29.62942123413086,,5.25995683670044
1999-04-06,,12.77749252319336,,,,9.375,,28.88333320617676,47.0,,25.010894775390625,29.582040786743164,,4.994176864624023
1999-04-07,,12.865138053894045,,,,8.8125,,28.65304374694824,46.59999847412109,,26.628324508666992,30.3873233795166,,5.012721538543701
1999-04-08,,13.03416919708252,,,,8.34375,,29.03688240051269,47.040000915527344,,27.732894897460938,30.932079315185547,,4.419350624084473
1999-04-09,,13.07799243927002,,,,8.4375,,28.940893173217773,46.959999084472656,,27.003093719482425,31.547866821289062,,4.685133457183838
1999-04-12,,13.178157806396484,,,,8.125,,28.557071685791016,47.27999877929688,,27.41730117797852,32.21103286743164,,4.598598957061768
1999-04-13,,13.090514183044434,,,,7.96875,,27.674264907836918,46.97999954223633,,27.57510757446289,31.500513076782227,,4.549152851104736
1999-04-14,,12.883918762207031,,,,7.9375,,26.369245529174805,46.900001525878906,,27.259506225585938,29.747833251953125,,4.703673362731934
1999-04-15,,12.82757568359375,,,,8.5625,,27.290437698364254,47.13999938964844,,27.003093719482425,29.321514129638672,,4.814931392669678
1999-04-16,,12.79001235961914,,,,8.65625,,26.59954261779785,48.0,,27.16087913513184,29.416242599487305,,4.9509124755859375
1999-04-19,,12.50829792022705,,,,7.75,,24.872299194335938,48.119998931884766,,26.82556533813477,27.71097755432129,,5.049806118011475
1999-04-20,,12.66480541229248,,,,8.4375,,25.524810791015625,48.119998931884766,,26.19437789916992,28.516231536865234,,5.358851432800293
1999-04-21,,12.95904541015625,,,,8.875,,25.179357528686523,49.09999847412109,,26.33245086669922,28.753084182739254,,5.340307712554932
1999-04-22,,13.178157806396484,,,,9.375,,26.08136367797852,49.7400016784668,,27.062253952026367,29.5109920501709,,5.32794713973999
1999-04-23,,13.159379959106444,,,,9.0,,26.407623291015625,49.47999954223633,,26.86500740051269,28.70571517944336,,5.32794713973999
1999-04-26,,13.190679550170898,,,,9.0625,,27.021751403808597,49.68000030517578,,26.07602310180664,28.04254913330078,,5.377394199371338
1999-04-27,,13.215718269348145,,,,8.75,,25.793500900268555,49.79999923706055,,27.003093719482425,27.87675666809082,,5.408299446105957
1999-04-28,,13.103034019470217,,,,8.34375,,25.21774101257324,49.68000030517578,,26.391616821289062,26.81096076965332,,5.50719165802002
1999-04-29,,13.027912139892578,,,,8.625,,25.19855499267578,49.29999923706055,,26.47051239013672,26.66884422302246,,5.556639671325684
1999-04-30,,12.952783584594728,,,,8.625,,24.968244552612305,49.400001525878906,,26.036571502685547,26.66884422302246,,5.550458908081055
1999-05-03,,13.140597343444824,,,,8.4375,,24.52684593200684,49.0,,26.11547470092773,26.78727149963379,,5.6802592277526855
1999-05-04,,12.921480178833008,,,,8.625,,23.97028541564941,49.15999984741211,,25.957670211791992,26.858325958251957,,5.884228706359863
1999-05-05,,13.071730613708496,,,,8.78125,,24.29654884338379,49.900001525878906,,25.306760787963867,27.592538833618164,,5.983123302459717
1999-05-06,,12.92774486541748,,,,8.625,,23.93190574645996,49.79999923706055,,24.47832679748535,28.184654235839844,,5.772974014282227
1999-05-07,,13.052952766418455,,,,8.71875,,24.277359008789062,49.59999847412109,,24.7347469329834,28.23202133178711,,5.834782123565674
1999-05-10,,13.009130477905272,,,,8.625,,24.46927070617676,49.81999969482422,,24.93199157714844,27.33201026916504,,5.822419166564941
1999-05-11,,13.159379959106444,,,,8.75,,24.52684593200684,50.7400016784668,,25.247594833374023,27.118839263916016,,5.939858436584473
1999-05-12,,13.24075984954834,,,,8.875,,24.718765258789062,50.119998931884766,,25.97740173339844,27.118839263916016,,5.983123302459717
1999-05-13,,13.278328895568848,,,,9.375,,24.29654884338379,48.959999084472656,,26.50996208190918,27.66360092163086,,5.8965911865234375
1999-05-14,,12.984086036682127,,,,9.625,,23.605653762817383,47.959999084472656,,24.951723098754883,27.000417709350582,,5.661718368530273
1999-05-17,,13.00286865234375,,,,9.6875,,24.29654884338379,46.93999862670898,,24.813640594482425,27.260963439941406,,5.5875420570373535
1999-05-18,,12.946525573730469,,,,10.0,,24.16221618652344,47.47999954223633,,24.85309219360352,26.64515495300293,,5.63699197769165
1999-05-19,,13.052952766418455,,,,11.125,,24.354127883911133,48.2400016784668,,25.306760787963867,26.716205596923828,,5.921314239501953
1999-05-20,,12.996607780456545,,,,11.375,,24.08543968200684,48.0,,25.306760787963867,27.379392623901367,,6.588853359222412
1999-05-21,,12.915223121643066,,,,11.9375,,23.816755294799805,48.619998931884766,,24.912261962890625,27.02411651611328,,6.230359554290772
1999-05-24,,12.683586120605469,,,,12.0625,,23.720792770385746,48.02000045776367,,23.94575500488281,26.479360580444336,,5.927496433258057
1999-05-25,,12.470732688903809,,,,12.0625,,23.41373062133789,47.47999954223633,,23.294849395751957,25.86357688903809,,5.983123302459717
1999-05-26,,12.671064376831056,,,,12.46875,,24.1046199798584,47.0,,23.7879695892334,25.50829124450684,,5.834782123565674
1999-05-27,,12.44569206237793,,,,11.625,,24.066238403320312,46.380001068115234,,22.95951461791992,25.010934829711918,,5.822419166564941
1999-05-28,,12.64602756500244,,,,12.5,,24.776344299316406,46.36000061035156,,22.84117889404297,25.62672996520996,,5.766791343688965
1999-06-01,,12.570899963378906,,,,12.0625,,24.1046199798584,46.220001220703125,,22.762283325195312,25.81620216369629,,5.748249053955078
1999-06-02,,12.577157020568848,,,,11.875,,24.08543968200684,46.31999969482422,,22.42695426940918,25.395797729492188,,6.199454784393311
1999-06-03,,12.627242088317873,,,,11.71875,,23.45210647583008,46.15999984741211,,22.604476928710938,25.99026298522949,,6.329253196716309
1999-06-04,,12.896442413330078,,,,11.875,,24.43088722229004,46.7400016784668,,23.452640533447266,26.870067596435547,,6.508502006530762
1999-06-07,,12.965302467346191,,,,11.5,,24.642004013061523,47.70000076293945,,24.22190284729004,26.370716094970703,,6.712469577789307
1999-06-08,,12.796274185180664,,,,11.5625,,24.37331771850586,47.880001068115234,,23.630157470703125,26.109161376953125,,6.545586585998535
