Date,SCHD,SWPPX,SCHG,QQQM,PLTR,MSTR,SOFI,MSFT,BRK-B,GOOG,JPM,MRK,LULU,UNH
2021-01-05,0.008065780149687063,0.00724773438794335,0.0063130270593037,0.007987095433113378,0.05263155746966919,0.008019368995128229,-0.004098376353817046,0.0009644913997215454,-0.0042897603004175,0.007336952013967002,0.005441417106049284,0.001729205399288558,0.028338962616394348,-0.013447745592456428
2021-01-06,0.02761183104791054,0.005791542408839945,-0.01144917822097713,-0.01377879859280351,-0.04308940851646659,0.12113014647733022,-0.002469113902311304,-0.025929212379122824,0.01230932886416558,-0.0032339369375692373,0.046955844293572024,0.015782875439740884,-0.008867667121418843,0.041966358359470046
2021-01-07,0.006717880132643739,0.015006135364766138,0.024670937978827245,0.02477660040235885,0.062022048754875714,0.11486838877762184,0.5792078853444258,0.028456710780006,0.011334522785969803,0.029943140545284574,0.03283913533856553,0.01990778261271986,0.01112184045401765,0.016032423799311468
2021-01-08,-0.0030331450543903404,0.005672993510190905,0.00975466457258678,0.012976786929962625,0.008000030517578027,-0.007671475356842428,-0.02089862232423112,0.006093058704165877,0.004938139266456476,0.011167977645001548,0.0011042686064073326,-0.011782969236255325,-0.0049824853583512185,-0.004492905087769006
2021-01-11,0.0041070330097663366,-0.006666627143162018,-0.014797436688937737,-0.014945857681253671,0.028968234926004754,-0.06799717062037403,0.013340448401994998,-0.009698510087715495,-0.002563799968573477,-0.02240475592809199,0.014924119982007156,0.023726459342479966,-0.010397821599675283,-0.007264902882948343
2021-01-12,0.008938139547348456,0.0005161897810106453,-0.0014006350450930238,-0.00030958594413021956,0.009641341961345695,0.03784132894879377,-0.02843596707146856,-0.011770648962778019,-0.0017135497109831421,-0.01141663934638193,0.015718979093315433,-0.022470727609169017,-0.013078612338751405,-0.009369300258385338
2021-01-13,-0.003753858730141446,0.0022359920501451302,0.004441886264146211,0.005420433910444222,-0.025974037328080013,0.009761957518912734,0.03577234797398221,0.0065600290605039024,0.006351095289413022,0.004494642006469096,0.0009270992593803928,-0.0090263975890722,-0.013419937034248486,-0.0065196371857048074
2021-01-14,0.004822969094580687,-0.0036038915356891854,-0.01163787930991822,-0.005391211206402735,-0.02274509504729627,0.21519084983943304,0.002616391180723765,-0.015346038385677496,0.00217478903915147,-0.008105433377303184,0.005842636971951087,-0.002064542823968396,-0.01252343806060252,-0.012703027152182411
2021-01-15,-0.011999362415912818,-0.007233922552081773,-0.006672374680060766,-0.008053306328641652,0.028892428216299226,-0.0838827162531377,0.05219206722149683,-0.001737225939168252,-0.006510078935761943,-0.002292725872571011,-0.017921711688015818,0.01472592898738645,-0.009288847336375361,0.002196764112489813
2021-01-19,0.006527984276097243,0.008154128176939501,0.011616933436885635,0.015066351299085179,0.03822158630708117,0.024460731126892732,0.12053573033571796,0.01782290041722545,0.0045397984224415655,0.03148845920896326,-0.004327958801154219,-0.002278822162064431,-0.006531204644412147,0.00253345657291848
2021-01-20,0.001357447697675651,0.013939067259362004,0.025076054581709473,0.023379250114046624,-0.010518432675360123,-0.06989074639133275,-0.009738792026049992,0.03649972697371129,0.0008952950430438644,0.05362772298485452,-0.014995513752668499,-0.008775184196083363,0.03760407631026297,-0.0038329663671229364
2021-01-21,-0.0027113088893626625,0.0005091619375203749,0.007011247042064017,0.008116060250990875,-0.013667449060974723,-0.055117810858832605,0.0008939897033874988,0.002808269044442424,-0.0025557627311545428,0.0023054688076367125,-0.008384257858867428,-0.01552268122554401,-0.016614085316534855,0.011857072838154403
2021-01-22,-0.007400563831874041,-0.0030534853515479243,0.0006810261464018641,-0.002758292475587676,0.2540416630142188,0.10869226308964985,-0.03305045963780995,0.0043562007978097395,-0.00529554780394248,0.005181635281325869,-0.007713480576733156,-0.0024634546784598754,-0.00816106206274958,-0.020985975283796088
2021-01-25,0.0018259033738454722,0.003573299191859558,0.006352696841976702,0.006353564502586062,0.11203184487554352,-0.009722212581302014,-0.05404157491497341,0.015844140897851133,0.0003863830439556626,-0.0008678234204743118,-0.012482196838040971,0.002098989416296604,-0.018419623445310118,0.00074799483509147
2021-01-26,-0.0012150818881747627,-0.001526000294971075,-0.0018788534688110037,0.0030454544977895903,-0.02373725148268324,-0.02031779309122006,-0.044433587292587506,0.012198824717457146,-0.006179937412834735,0.009392353534243947,-0.00408710167939863,-0.011090487108751268,-0.027736089139802744,-0.013513183176901422
2021-01-27,-0.019160608573703164,-0.02564103442048926,-0.026652640694976304,-0.026584649482242817,0.10262938020173129,-0.035208386896346644,-0.07102705218825622,0.0024535251092472343,-0.01818027629101715,-0.04509079179064801,-0.028271922576036612,-0.03962617569297455,-0.0031763909750833763,-0.02949463281688025
2021-01-28,0.007441952998394896,0.009933856985154588,0.007812551330381945,0.004792775669029137,-0.0856410295535357,0.07087582019348648,0.11551157019903147,0.025890820421111016,0.01578992051483641,0.017653594495392166,0.017597501348812994,0.011028927235060326,0.0022153514221592285,0.015496000357849482
2021-01-29,-0.02185293183268755,-0.019154468475939268,-0.021490405404380297,-0.020517710844818682,-0.013460447119748475,0.06730864928734115,0.23964489834575153,-0.029171727731776897,-0.013336228065614297,-0.014690535739177779,-0.011067527793884202,-0.010908616893111178,-0.004723829956167935,-0.013514771452880936
2021-02-01,0.01054114331977929,0.016009780830251064,0.025492076790217588,0.024502848293560975,-0.03467882916770848,0.027943858303932645,0.025457490554299467,0.03315237470356003,0.006363331013745643,0.035740380964041085,0.007383188526791873,0.0037629884624617027,0.014573471618781753,0.0012588192742155613
2021-02-02,0.010742692772273132,0.013852848980238308,0.016903796254799097,0.016410417368640573,-0.08657240005796185,0.08408973820245857,-0.0562451793762202,-0.0005842504377752133,0.012733290056183177,0.013758647231652432,0.03078242474034032,0.005299493071999617,0.03133718825914733,0.01413205881535684
2021-02-03,0.0038509052755406614,0.0010247591113536902,-0.000526446991597096,-0.0036741764454713,0.02385556931650412,0.07743638058470359,0.02548297744256467,0.014571410929135942,0.0018945365665266056,0.07396071450728492,0.01145111786122377,-0.00578613181444787,-0.0335252335692281,-0.0024505964676500014
2021-02-04,0.008439511038845993,0.011090169328441313,0.011664525444897267,0.010654131312910486,0.009130951073324844,0.0329199625401162,0.004408765516605628,-0.004074249871182545,0.01328009151601317,-0.003719767446769162,0.023013089694226663,-0.016683534132760913,0.018652731478744133,-0.025363397554889033
2021-02-05,0.004716885454704611,0.003881292366782585,0.004165898384568489,0.003980732348827454,0.062402497585314354,0.05278282718009364,-0.07821225563617351,0.0007852820048004361,-0.0025872697938564837,0.017276316471223296,-0.001953032563435264,-0.003025652174668436,-0.013319973461721202,-0.01460574720810015
2021-02-08,0.011964254498446403,0.007396270403855265,0.004518606933709535,0.006241362235934522,0.05873715256425527,0.29156328095397344,-0.004329020771356551,0.0011146630237448552,0.009610454463520268,-0.0024261514884282853,0.015654587285114374,-0.0100261005984702,0.01685226625089875,-0.000524001310003297
2021-02-09,0.0010476385622721907,-0.0008343465742028933,-0.00036866861201900747,-0.00021920117597140631,0.05880718382111194,0.22280500080801224,0.005217427792756357,0.005361490618076337,0.010487766457618175,-0.004491322707099843,-0.003996318011462829,0.0,0.0028848459302903695,0.01631018731362066
2021-02-10,0.0007475168137736077,-0.0003340442549372158,-0.0009589830518516029,-0.002481466283932643,-0.06471044077794641,-0.2344651041833049,-0.005622883364892806,-0.0038969582922682156,4.165940012246239e-05,0.005697152681925832,0.0005736565809224548,-0.0019989788109339157,0.0020546896064308484,0.01143698048908659
2021-02-11,-0.003585437781208678,0.0018377225875629843,0.004283015203472296,0.005626857781269923,-0.07254902233157923,0.03638869263704847,0.0034797705307747506,0.0068775266751692765,-0.0006669042319543683,0.00024342334436444624,-0.0027926330511364172,-0.0020031043708302887,0.013181404865148405,-0.0009897872526809515
2021-02-12,0.00479775474080979,0.004835699851721387,0.005073616207773135,0.006191832797801888,-0.03624284931496746,0.0241301105058771,0.03597745707349409,0.00204502430577036,0.011261312432813808,0.003921914575469199,0.014217055768833253,0.0034791789210877333,-0.008760094736920077,-0.014501513870750604
2021-02-16,0.005222374754742187,-0.0004979066505337304,-0.003877605068183465,-0.0027479725960457557,-0.12754621480057116,-0.0766791365700793,0.01673638597969429,-0.005265472324585629,0.011630751411954021,0.008454886119629856,0.02407073697186135,-0.010000343735815709,-0.008779033356606236,-0.011028465288293043
2021-02-17,0.0013358879910436716,-0.0001659176491384251,-0.0038187472041072423,-0.004930885031930066,-0.02729885864642112,-0.013821986333237946,-0.01728395429961138,0.004359553047156739,-0.0001223042214864023,0.0030208382931027344,0.00311095605474887,0.01737377378367233,-0.006856016030595713,0.006900278746229782
2021-02-18,-0.0034095045433282234,-0.004317521306678396,-0.004644855033157813,-0.004226155320009695,-0.07053175231880549,-0.014886392256351022,-0.027219415467911068,-0.0016789179858257564,-0.007135575942915362,-0.0052200857506793374,0.0033768123978852316,-0.0017209853548620924,-0.002044330599271005,0.004742369983688155
2021-02-19,0.008329532960949404,-0.0018346575267836895,-0.005110477061363583,-0.005049472501852503,0.1521652726299867,0.03873765089512893,-0.023245760603520238,-0.011567442624003554,-0.0067761556323794325,-0.007585515636929885,0.016690772352753402,-0.014586972340115745,-0.013656668851692588,-0.011662368479066099
2021-02-22,0.008408390527314902,-0.007685791393131858,-0.02315379428137143,-0.025081059328286637,-0.03448275862068961,-0.09102232000817623,-0.06170117168701161,-0.026808342733835255,0.012900537682236424,-0.017257204006357663,0.009390570834616252,0.008343304439650812,-0.03232706377147576,0.009427690016488466
2021-02-23,0.002340488018861109,0.0013470653694063195,-0.002820036939788495,-0.0029421200802979275,-0.044642857142857095,-0.2109246312481019,-0.054955379332118026,-0.005287403829673187,0.0022859842258367014,0.0028959198075821924,0.008031626609343867,-0.0052045021393239965,0.004230352142998717,0.005707166365454652
2021-02-24,0.017221350900535892,0.011266071937887423,0.006878635566521352,0.00817182517903503,-0.013457966742114302,0.1829491760015629,-0.03528831820110112,0.005487140780146893,0.01189263301210719,0.011739161238676576,0.01759519548622901,0.0004021964005316292,-0.015951661140229723,0.008194168022201298
2021-02-25,-0.02022954914617281,-0.024276723832534985,-0.03294360518176076,-0.035349705563339384,-0.09208034715335989,-0.10527210036998869,-0.035548714038223794,-0.0237049511665397,-0.019158762589268852,-0.030455774134931723,-0.013571596012690867,0.0006706075677689327,-0.023859039340874078,-0.010053964661425385
2021-02-26,-0.012886289025692665,-0.004601131390375324,0.0047880507476645295,0.009258452411812002,-0.0025041514288396405,0.025696712366280128,-0.015491400577767545,0.014804100689165933,-0.013049398427146808,0.002707479258621248,-0.026524819168735503,-0.026802663785578718,0.005030303054158969,0.010186465212796536
